usuario_id,sector,ciudad,edad,genero,dispositivo,nivel_formativo,plan_acceso,formato,progreso_percent,dias_inactivo,interacciones,evaluaciones_completadas,tiempo_total_horas,n_sesiones,abandono
U00492,universitaria,Barcelona,37,F,móvil,intermedio,empresa,híbrido,27.9,4,18,0,6.1,28,0
U00493,corporativa,Valencia,19,Otro,móvil,avanzado,privado,híbrido,50.9,3,20,1,10.88,23,0
U00494,subvencionada,Valencia,43,F,tablet,avanzado,privado,híbrido,40.6,5,65,0,5.77,14,0
U00495,universitaria,Zaragoza,45,F,escritorio,intermedio,empresa,asincrónico,37.8,2,12,3,85.59,8,0
U00496,corporativa,Zaragoza,28,F,tablet,intermedio,gratuito,asincrónico,4.5,5,8,0,13.56,14,0
U00497,corporativa,Valencia,40,Otro,escritorio,intermedio,gratuito,híbrido,44.4,5,79,1,30.92,17,0
U00498,corporativa,Barcelona,28,M,tablet,avanzado,gratuito,asincrónico,71.3,2,72,2,28.95,5,0
U00499,subvencionada,Valencia,34,M,tablet,avanzado,subvencionado,híbrido,96.2,4,99,4,18.75,21,0
U00500,universitaria,Madrid,34,F,escritorio,básico,subvencionado,asincrónico,33.4,2,39,3,21.41,25,0
U00501,subvencionada,Zaragoza,30,M,escritorio,avanzado,gratuito,en vivo,71.4,1,44,0,5.23,19,0
U00502,corporativa,Valencia,32,F,tablet,básico,empresa,asincrónico,23.1,7,40,3,10.68,14,0
U00503,universitaria,Sevilla,39,F,móvil,intermedio,gratuito,híbrido,50.1,3,75,2,2.12,24,0
U00504,universitaria,Madrid,47,F,móvil,avanzado,privado,en vivo,33.8,1,53,1,31.83,12,0
U00505,universitaria,Barcelona,57,Otro,tablet,intermedio,subvencionado,asincrónico,51.6,2,66,3,8.18,26,0
U00506,subvencionada,Valencia,29,F,móvil,básico,privado,híbrido,41.3,3,82,2,1.63,19,0
U00507,corporativa,Bilbao,25,Otro,tablet,intermedio,empresa,híbrido,90.3,2,66,3,17.11,19,0
U00508,subvencionada,Madrid,38,Otro,móvil,intermedio,gratuito,en vivo,49.0,2,9,1,11.64,19,0
U00509,corporativa,Valencia,47,F,escritorio,básico,subvencionado,en vivo,78.6,3,91,3,7.56,10,0
U00510,universitaria,Sevilla,43,Otro,móvil,intermedio,empresa,en vivo,29.4,3,70,1,6.32,25,0
U00511,corporativa,Madrid,34,M,móvil,avanzado,empresa,híbrido,58.8,4,51,1,6.63,15,0
U00512,corporativa,Valencia,26,F,escritorio,básico,privado,híbrido,50.8,4,93,1,9.07,22,0
U00513,subvencionada,Barcelona,19,M,escritorio,básico,subvencionado,en vivo,57.9,4,58,4,12.26,1,0
U00514,subvencionada,Madrid,27,Otro,tablet,intermedio,empresa,en vivo,45.5,2,49,4,16.28,22,0
U00515,universitaria,Zaragoza,34,F,escritorio,intermedio,gratuito,asincrónico,89.8,4,25,0,7.54,4,0
U00516,corporativa,Barcelona,37,M,tablet,avanzado,subvencionado,en vivo,63.4,5,29,4,27.79,21,0
U00517,corporativa,Barcelona,52,F,móvil,básico,empresa,híbrido,43.0,4,86,2,21.39,11,0
U00518,subvencionada,Madrid,22,Otro,tablet,intermedio,empresa,en vivo,77.2,4,90,1,12.5,7,0
U00519,universitaria,Valencia,24,Otro,tablet,avanzado,empresa,híbrido,44.1,4,32,3,18.16,2,0
U00520,subvencionada,Barcelona,31,F,tablet,avanzado,empresa,asincrónico,37.0,6,8,0,3.23,4,0
U00521,universitaria,Bilbao,45,Otro,tablet,intermedio,empresa,en vivo,67.9,3,71,1,24.86,26,0
U00522,corporativa,Valencia,55,Otro,escritorio,básico,empresa,en vivo,59.3,1,49,2,1.29,25,0
U00523,corporativa,Valencia,24,F,tablet,básico,empresa,en vivo,30.6,3,24,1,1.37,16,0
U00524,subvencionada,Zaragoza,26,M,tablet,intermedio,gratuito,híbrido,94.8,3,41,0,18.29,20,0
U00525,subvencionada,Valencia,29,Otro,escritorio,avanzado,privado,en vivo,75.2,2,35,1,7.25,12,0
U00526,subvencionada,Sevilla,27,M,móvil,avanzado,empresa,en vivo,46.4,3,57,4,14.53,10,0
U00527,universitaria,Zaragoza,40,Otro,móvil,básico,subvencionado,asincrónico,66.0,2,33,4,3.73,29,0
U00528,universitaria,Barcelona,27,Otro,móvil,intermedio,gratuito,asincrónico,66.3,1,74,1,1.7,19,0
U00529,corporativa,Sevilla,51,Otro,tablet,avanzado,privado,asincrónico,59.5,2,49,1,9.52,7,0
U00530,subvencionada,Valencia,40,Otro,escritorio,avanzado,empresa,en vivo,42.0,1,95,1,46.51,19,0
U00531,subvencionada,Bilbao,59,Otro,tablet,intermedio,privado,en vivo,41.3,2,80,1,23.38,21,0
U00532,universitaria,Sevilla,42,Otro,tablet,intermedio,empresa,asincrónico,64.5,3,35,0,52.66,9,0
U00533,subvencionada,Sevilla,43,Otro,escritorio,intermedio,privado,en vivo,56.6,1,67,0,61.67,10,0
U00534,corporativa,Zaragoza,41,Otro,escritorio,avanzado,subvencionado,asincrónico,93.4,5,46,0,10.14,12,0
U00535,corporativa,Zaragoza,31,F,móvil,básico,subvencionado,asincrónico,7.4,0,43,3,46.47,17,0
U00536,universitaria,Valencia,39,Otro,tablet,intermedio,gratuito,híbrido,50.5,3,48,1,33.55,17,0
U00537,corporativa,Zaragoza,54,Otro,móvil,básico,empresa,híbrido,91.7,2,63,3,4.9,18,0
U00538,corporativa,Bilbao,44,Otro,tablet,avanzado,empresa,híbrido,66.8,7,79,0,15.27,21,0
U00539,subvencionada,Barcelona,57,Otro,móvil,avanzado,privado,asincrónico,98.9,7,68,0,30.39,14,0
U00540,corporativa,Sevilla,50,M,escritorio,básico,gratuito,asincrónico,79.6,2,65,4,19.35,21,0
U00541,corporativa,Bilbao,40,M,tablet,intermedio,subvencionado,en vivo,67.1,4,36,0,4.18,28,0
U00542,universitaria,Sevilla,54,M,tablet,intermedio,subvencionado,en vivo,16.9,3,50,0,15.72,10,0
U00543,universitaria,Bilbao,51,F,tablet,básico,gratuito,híbrido,82.0,4,10,3,12.39,11,0
U00544,corporativa,Bilbao,46,F,móvil,básico,empresa,en vivo,85.5,1,43,1,27.91,19,0
U00545,corporativa,Valencia,24,F,tablet,avanzado,subvencionado,en vivo,16.1,3,97,4,8.36,4,0
U00546,universitaria,Zaragoza,46,Otro,móvil,básico,gratuito,en vivo,100.0,5,67,2,7.86,26,0
U00547,subvencionada,Sevilla,34,M,escritorio,avanzado,gratuito,asincrónico,41.6,3,53,3,66.89,17,0
U00548,subvencionada,Sevilla,49,M,escritorio,avanzado,gratuito,en vivo,46.9,3,10,3,31.34,7,0
U00549,corporativa,Valencia,29,Otro,escritorio,avanzado,subvencionado,asincrónico,47.6,5,77,1,6.23,4,0
U00550,subvencionada,Madrid,23,M,móvil,básico,empresa,asincrónico,73.5,3,74,4,12.2,8,0
U00551,subvencionada,Madrid,31,M,escritorio,intermedio,empresa,híbrido,49.2,2,21,2,6.06,10,0
U00552,corporativa,Zaragoza,47,Otro,escritorio,intermedio,subvencionado,híbrido,68.3,1,99,1,11.4,6,0
U00553,universitaria,Valencia,30,M,tablet,básico,subvencionado,asincrónico,81.7,6,85,3,32.86,6,0
U00554,universitaria,Sevilla,47,M,móvil,intermedio,gratuito,asincrónico,51.4,5,38,3,3.27,20,0
U00555,corporativa,Valencia,48,M,escritorio,avanzado,subvencionado,híbrido,88.1,1,87,3,37.7,27,0
U00556,subvencionada,Barcelona,22,M,escritorio,avanzado,gratuito,en vivo,77.2,1,80,4,8.73,8,0
U00557,corporativa,Barcelona,32,Otro,móvil,básico,privado,híbrido,75.3,8,39,2,13.11,14,0
U00558,universitaria,Bilbao,55,Otro,móvil,avanzado,subvencionado,híbrido,34.4,2,91,3,153.85,23,0
U00559,corporativa,Madrid,43,M,móvil,intermedio,privado,híbrido,85.6,3,84,4,1.94,2,0
U00560,corporativa,Zaragoza,32,F,móvil,intermedio,privado,en vivo,21.3,4,14,4,9.0,26,0
U00561,universitaria,Valencia,57,F,escritorio,intermedio,subvencionado,en vivo,20.4,2,8,4,9.61,7,0
U00562,corporativa,Madrid,37,M,escritorio,intermedio,empresa,en vivo,66.8,7,67,4,18.58,20,0
U00563,subvencionada,Zaragoza,39,F,móvil,intermedio,empresa,híbrido,60.8,0,9,3,21.32,15,0
U00564,subvencionada,Zaragoza,49,Otro,tablet,avanzado,empresa,asincrónico,53.1,2,45,2,47.03,3,0
U00565,universitaria,Bilbao,22,Otro,escritorio,intermedio,gratuito,híbrido,88.2,3,80,4,2.32,13,0
U00566,corporativa,Sevilla,26,M,escritorio,intermedio,subvencionado,en vivo,67.0,3,64,4,8.24,20,0
U00567,corporativa,Sevilla,25,M,escritorio,intermedio,gratuito,asincrónico,7.6,3,64,2,3.03,16,0
U00568,corporativa,Bilbao,19,Otro,escritorio,avanzado,privado,asincrónico,69.7,1,40,2,2.83,5,0
U00569,universitaria,Barcelona,38,F,tablet,intermedio,gratuito,asincrónico,70.8,5,83,3,72.55,26,0
U00570,subvencionada,Zaragoza,25,F,tablet,básico,empresa,en vivo,84.9,5,66,4,1.41,27,0
U00571,subvencionada,Sevilla,34,Otro,tablet,avanzado,empresa,asincrónico,29.3,4,53,3,5.15,7,0
U00572,corporativa,Zaragoza,44,Otro,tablet,avanzado,subvencionado,en vivo,69.9,2,31,4,10.48,14,0
U00573,subvencionada,Bilbao,22,F,móvil,avanzado,gratuito,en vivo,0.0,5,73,2,38.77,7,0
U00574,subvencionada,Valencia,37,Otro,móvil,básico,privado,asincrónico,27.7,3,62,0,14.82,29,0
U00575,subvencionada,Madrid,52,M,móvil,intermedio,subvencionado,asincrónico,44.0,7,6,2,8.28,13,0
U00576,subvencionada,Valencia,18,F,tablet,básico,privado,en vivo,50.4,1,83,2,11.72,8,0
U00577,universitaria,Sevilla,25,M,tablet,intermedio,subvencionado,en vivo,21.4,4,27,1,65.84,1,0
U00578,subvencionada,Sevilla,46,F,móvil,intermedio,empresa,asincrónico,38.8,4,19,3,7.91,28,0
U00579,subvencionada,Zaragoza,26,Otro,tablet,avanzado,privado,híbrido,55.4,5,5,4,68.4,21,0
U00580,corporativa,Valencia,24,Otro,tablet,intermedio,empresa,asincrónico,13.0,1,59,0,13.8,2,0
U00581,corporativa,Valencia,40,Otro,tablet,básico,privado,asincrónico,36.4,3,76,3,14.4,2,0
U00582,subvencionada,Bilbao,32,Otro,tablet,intermedio,gratuito,asincrónico,84.3,3,94,1,27.63,21,0
U00583,corporativa,Bilbao,35,F,tablet,básico,subvencionado,asincrónico,28.6,1,99,1,24.8,29,0
U00584,corporativa,Bilbao,44,F,tablet,intermedio,privado,asincrónico,18.2,2,85,2,9.69,24,0
U00585,subvencionada,Sevilla,32,Otro,escritorio,básico,subvencionado,híbrido,33.9,4,12,3,52.83,2,0
U00586,universitaria,Barcelona,45,Otro,tablet,intermedio,empresa,asincrónico,32.1,1,33,1,51.36,16,0
U00587,universitaria,Bilbao,48,Otro,tablet,avanzado,subvencionado,híbrido,31.2,2,91,1,11.1,4,0
U00588,subvencionada,Bilbao,31,F,móvil,básico,gratuito,en vivo,37.5,2,69,0,15.75,14,0
U00589,subvencionada,Valencia,18,F,escritorio,avanzado,empresa,en vivo,37.5,2,22,1,24.27,6,0
U00590,universitaria,Barcelona,56,Otro,escritorio,básico,gratuito,híbrido,27.9,2,87,2,5.22,29,0
U00591,universitaria,Bilbao,23,M,escritorio,avanzado,privado,asincrónico,58.4,3,99,1,37.97,7,0
U00592,subvencionada,Madrid,57,M,tablet,intermedio,subvencionado,en vivo,62.8,3,55,4,0.1,20,0
U00593,universitaria,Barcelona,36,M,tablet,avanzado,privado,asincrónico,41.2,2,7,2,53.67,3,0
U00594,universitaria,Barcelona,43,F,móvil,intermedio,gratuito,híbrido,60.4,3,10,4,3.05,27,0
U00595,subvencionada,Barcelona,36,M,móvil,avanzado,empresa,en vivo,100.0,1,33,4,7.77,28,0
U00596,subvencionada,Bilbao,40,M,móvil,avanzado,gratuito,en vivo,44.8,4,6,3,54.44,8,0
U00597,universitaria,Sevilla,51,Otro,móvil,avanzado,gratuito,en vivo,56.0,5,27,4,2.43,6,0
U00598,subvencionada,Sevilla,52,M,tablet,básico,gratuito,híbrido,64.2,4,25,3,26.77,4,0
U00599,universitaria,Zaragoza,20,M,tablet,intermedio,subvencionado,híbrido,47.0,2,34,3,6.43,29,0
U00600,universitaria,Sevilla,52,F,móvil,avanzado,gratuito,híbrido,71.8,4,19,2,13.85,17,0
U00601,subvencionada,Sevilla,46,Otro,móvil,básico,empresa,en vivo,86.0,3,5,0,40.05,12,0
U00602,subvencionada,Zaragoza,54,F,escritorio,intermedio,empresa,en vivo,67.5,2,49,4,4.87,8,0
U00603,corporativa,Bilbao,47,F,tablet,intermedio,subvencionado,en vivo,36.2,2,21,2,5.99,11,0
U00604,universitaria,Sevilla,32,F,escritorio,básico,subvencionado,asincrónico,41.3,4,13,2,83.7,4,0
U00605,universitaria,Madrid,24,F,escritorio,avanzado,subvencionado,asincrónico,35.0,4,44,2,10.17,23,0
U00606,universitaria,Zaragoza,33,F,escritorio,intermedio,privado,en vivo,47.6,6,84,0,5.96,13,0
U00607,corporativa,Barcelona,47,Otro,móvil,intermedio,subvencionado,híbrido,9.8,3,71,1,4.38,29,0
U00608,subvencionada,Valencia,55,Otro,escritorio,avanzado,gratuito,en vivo,76.5,6,92,4,44.81,26,0
U00609,subvencionada,Sevilla,50,Otro,tablet,básico,subvencionado,en vivo,43.2,3,77,1,30.07,22,0
U00610,corporativa,Madrid,32,Otro,escritorio,básico,empresa,en vivo,44.4,1,88,0,0.08,13,0
U00611,subvencionada,Zaragoza,27,Otro,tablet,intermedio,privado,en vivo,24.0,2,37,1,23.12,28,0
U00612,subvencionada,Zaragoza,28,F,móvil,avanzado,gratuito,en vivo,44.4,8,48,2,1.35,1,0
U00613,universitaria,Barcelona,27,M,móvil,avanzado,gratuito,híbrido,84.5,7,82,4,211.28,2,0
U00614,subvencionada,Sevilla,33,M,móvil,básico,gratuito,en vivo,73.3,5,88,3,152.76,10,0
U00615,universitaria,Sevilla,39,Otro,tablet,intermedio,subvencionado,en vivo,49.1,3,11,4,41.74,5,0
U00616,corporativa,Barcelona,57,F,tablet,avanzado,subvencionado,en vivo,64.1,3,15,0,33.8,4,0
U00617,universitaria,Barcelona,43,Otro,tablet,intermedio,privado,en vivo,95.3,2,98,0,4.13,10,0
U00618,subvencionada,Sevilla,30,F,escritorio,avanzado,gratuito,en vivo,68.0,7,78,1,10.5,20,0
U00619,corporativa,Barcelona,20,Otro,móvil,básico,empresa,híbrido,59.7,3,60,2,3.52,29,0
U00620,subvencionada,Madrid,28,Otro,escritorio,intermedio,privado,en vivo,84.1,2,63,2,11.89,7,0
U00621,universitaria,Zaragoza,27,F,escritorio,avanzado,privado,híbrido,86.9,3,79,4,17.76,28,0
U00622,corporativa,Bilbao,19,M,tablet,avanzado,gratuito,en vivo,56.1,4,61,1,18.29,25,0
U00623,universitaria,Madrid,21,F,escritorio,intermedio,subvencionado,híbrido,33.9,2,58,3,15.51,26,0
U00624,universitaria,Zaragoza,52,Otro,tablet,básico,empresa,asincrónico,80.1,5,74,1,45.31,1,0
U00625,universitaria,Zaragoza,31,F,móvil,intermedio,gratuito,en vivo,37.0,1,66,0,71.47,29,0
U00626,universitaria,Bilbao,33,M,móvil,básico,subvencionado,en vivo,48.9,3,32,1,9.66,8,0
U00627,subvencionada,Valencia,20,Otro,móvil,avanzado,gratuito,asincrónico,65.1,4,95,0,12.17,5,0
U00628,subvencionada,Sevilla,50,F,escritorio,básico,empresa,asincrónico,78.8,7,30,3,12.55,16,0
U00629,corporativa,Barcelona,31,M,móvil,básico,empresa,híbrido,54.5,3,9,4,39.63,2,0
U00630,universitaria,Zaragoza,36,F,tablet,intermedio,subvencionado,en vivo,60.9,0,76,4,38.5,8,0
U00631,universitaria,Sevilla,33,Otro,móvil,avanzado,empresa,en vivo,42.9,2,19,1,1.37,18,0
U00632,universitaria,Barcelona,20,M,escritorio,avanzado,subvencionado,en vivo,100.0,4,13,0,42.51,7,0
U00633,corporativa,Madrid,35,F,móvil,intermedio,empresa,asincrónico,56.9,6,46,3,3.03,23,0
U00634,corporativa,Madrid,28,Otro,escritorio,avanzado,gratuito,asincrónico,96.0,4,26,3,30.01,28,0
U00635,corporativa,Zaragoza,20,M,móvil,básico,subvencionado,híbrido,69.6,3,57,1,9.62,24,0
U00636,subvencionada,Sevilla,47,Otro,móvil,básico,gratuito,híbrido,91.7,3,99,0,8.14,7,0
U00637,universitaria,Sevilla,19,M,escritorio,básico,subvencionado,híbrido,40.9,5,7,2,8.34,19,0
U00638,subvencionada,Bilbao,57,M,tablet,básico,subvencionado,asincrónico,63.6,2,51,1,13.51,19,0
U00639,corporativa,Sevilla,31,F,escritorio,intermedio,empresa,asincrónico,89.2,2,98,2,2.24,22,0
U00640,subvencionada,Zaragoza,41,F,escritorio,intermedio,empresa,en vivo,34.5,1,97,4,3.41,4,0
U00641,universitaria,Valencia,41,M,tablet,básico,subvencionado,híbrido,84.8,1,55,3,10.51,5,0
U00642,subvencionada,Sevilla,24,F,escritorio,intermedio,privado,en vivo,66.9,3,73,2,11.33,29,0
U00643,subvencionada,Madrid,53,M,tablet,básico,empresa,asincrónico,4.0,5,88,0,48.61,22,0
U00644,subvencionada,Bilbao,58,F,móvil,avanzado,privado,en vivo,10.9,0,52,2,34.41,19,0
U00645,subvencionada,Barcelona,40,M,escritorio,básico,subvencionado,híbrido,68.7,2,68,0,15.16,21,0
U00646,universitaria,Valencia,54,M,móvil,intermedio,privado,en vivo,71.3,3,41,1,10.33,23,0
U00647,subvencionada,Sevilla,18,M,móvil,avanzado,subvencionado,en vivo,24.1,2,73,4,6.83,20,0
U00648,universitaria,Barcelona,27,F,tablet,intermedio,gratuito,híbrido,53.4,2,18,2,1.32,10,0
U00649,universitaria,Bilbao,48,M,escritorio,intermedio,empresa,en vivo,78.7,2,20,1,11.74,13,0
U00650,subvencionada,Madrid,42,M,tablet,intermedio,gratuito,híbrido,100.0,5,17,0,2.72,17,0
U00651,universitaria,Zaragoza,24,F,tablet,avanzado,empresa,en vivo,66.3,3,38,0,13.29,17,0
U00652,corporativa,Bilbao,58,F,escritorio,intermedio,privado,en vivo,52.2,2,80,0,37.57,20,0
U00653,corporativa,Barcelona,34,M,tablet,avanzado,subvencionado,en vivo,49.2,1,32,0,10.84,7,0
U00654,subvencionada,Valencia,20,Otro,tablet,intermedio,empresa,híbrido,24.6,4,36,0,14.76,13,0
U00655,universitaria,Madrid,39,F,escritorio,avanzado,empresa,en vivo,52.1,5,36,1,2.89,21,0
U00656,universitaria,Bilbao,27,Otro,móvil,avanzado,privado,en vivo,100.0,1,70,2,28.71,13,0
U00657,corporativa,Valencia,21,Otro,tablet,intermedio,gratuito,asincrónico,58.4,2,66,2,2.56,7,0
U00658,universitaria,Sevilla,45,F,móvil,avanzado,empresa,asincrónico,60.7,6,55,1,7.97,4,0
U00659,universitaria,Valencia,42,F,móvil,intermedio,subvencionado,en vivo,73.2,2,13,2,206.55,5,0
U00660,universitaria,Sevilla,56,Otro,escritorio,básico,privado,híbrido,45.5,3,13,2,4.63,16,0
U00661,subvencionada,Zaragoza,33,F,móvil,intermedio,empresa,en vivo,66.1,2,42,1,7.05,24,0
U00662,subvencionada,Bilbao,36,F,tablet,intermedio,subvencionado,híbrido,100.0,3,53,3,30.2,15,0
U00663,subvencionada,Valencia,57,M,móvil,básico,gratuito,híbrido,100.0,3,61,2,4.86,3,0
U00664,subvencionada,Bilbao,37,M,escritorio,avanzado,subvencionado,asincrónico,64.3,1,48,0,24.74,3,0
U00665,subvencionada,Madrid,49,Otro,móvil,básico,subvencionado,en vivo,25.1,0,39,1,14.12,3,0
U00666,corporativa,Barcelona,49,M,escritorio,avanzado,empresa,en vivo,73.5,2,12,3,5.51,25,0
U00667,subvencionada,Barcelona,52,M,móvil,intermedio,subvencionado,en vivo,0.0,6,74,0,55.52,13,0
U00668,corporativa,Valencia,55,M,móvil,intermedio,empresa,asincrónico,84.6,3,51,3,34.4,2,0
U00669,universitaria,Zaragoza,48,Otro,móvil,avanzado,privado,híbrido,56.3,6,37,1,52.23,28,0
U00670,universitaria,Barcelona,25,Otro,tablet,intermedio,empresa,asincrónico,77.3,4,41,2,64.69,2,0
U00671,subvencionada,Madrid,26,F,tablet,avanzado,privado,híbrido,100.0,5,10,0,64.56,27,0
U00672,subvencionada,Valencia,56,F,escritorio,avanzado,subvencionado,híbrido,14.4,0,94,4,102.68,27,0
U00673,universitaria,Barcelona,33,M,tablet,avanzado,empresa,asincrónico,100.0,6,39,2,5.06,2,0
U00674,subvencionada,Bilbao,56,F,escritorio,básico,privado,en vivo,45.7,4,18,4,28.9,17,0
U00675,subvencionada,Barcelona,26,Otro,móvil,intermedio,gratuito,híbrido,27.9,4,69,3,3.95,23,0
U00676,universitaria,Zaragoza,21,F,tablet,básico,gratuito,híbrido,83.9,0,20,0,32.95,19,0
U00677,corporativa,Zaragoza,54,M,escritorio,avanzado,privado,asincrónico,47.3,2,87,0,24.61,5,0
U00678,subvencionada,Bilbao,39,M,móvil,intermedio,empresa,en vivo,84.2,3,45,3,60.85,8,0
U00679,universitaria,Zaragoza,42,F,móvil,intermedio,subvencionado,en vivo,75.3,2,99,4,7.09,2,0
U00680,universitaria,Barcelona,53,Otro,móvil,avanzado,empresa,híbrido,49.8,3,70,1,14.04,15,0
U00681,universitaria,Bilbao,21,F,móvil,avanzado,gratuito,en vivo,50.3,5,15,0,1.0,27,0
U00682,subvencionada,Bilbao,39,F,escritorio,básico,privado,en vivo,53.7,3,20,1,11.84,15,0
U00683,corporativa,Barcelona,42,F,tablet,básico,empresa,asincrónico,58.5,1,71,4,51.03,18,0
U00684,corporativa,Zaragoza,28,Otro,escritorio,avanzado,privado,en vivo,96.0,2,17,4,32.77,27,0
U00685,universitaria,Madrid,44,M,tablet,básico,subvencionado,en vivo,98.7,2,53,0,9.06,8,0
U00686,universitaria,Madrid,28,M,móvil,intermedio,empresa,híbrido,34.9,5,37,2,44.27,14,0
U00687,universitaria,Valencia,47,M,tablet,intermedio,empresa,asincrónico,88.6,2,39,0,10.71,15,0
U00688,subvencionada,Barcelona,25,Otro,móvil,básico,subvencionado,asincrónico,57.8,4,60,2,0.24,17,0
U00689,subvencionada,Zaragoza,59,F,tablet,intermedio,subvencionado,asincrónico,80.1,4,74,2,52.82,18,0
U00690,universitaria,Madrid,36,M,escritorio,intermedio,subvencionado,asincrónico,68.6,7,45,3,16.72,12,0
U00691,universitaria,Valencia,22,M,tablet,intermedio,empresa,en vivo,51.8,2,17,0,1.36,3,0
U00692,subvencionada,Sevilla,33,F,móvil,básico,gratuito,híbrido,99.4,3,38,3,9.77,19,0
U00693,corporativa,Madrid,47,M,escritorio,avanzado,privado,híbrido,100.0,3,65,0,5.84,2,0
U00694,universitaria,Barcelona,55,F,escritorio,básico,privado,en vivo,69.3,3,7,2,12.7,10,0
U00695,corporativa,Sevilla,26,F,tablet,avanzado,privado,asincrónico,44.4,2,88,4,5.7,19,0
U00696,corporativa,Bilbao,53,F,escritorio,avanzado,privado,en vivo,70.4,3,61,4,6.67,16,0
U00697,universitaria,Madrid,34,F,tablet,intermedio,gratuito,híbrido,72.0,2,51,1,33.58,27,0
U00698,subvencionada,Bilbao,31,M,móvil,avanzado,privado,híbrido,0.3,2,94,0,73.23,12,0
U00699,corporativa,Madrid,32,M,tablet,básico,privado,asincrónico,73.9,3,23,2,6.61,23,0
U00700,universitaria,Sevilla,29,M,móvil,avanzado,privado,híbrido,15.7,2,74,4,43.37,21,0
U00701,universitaria,Sevilla,38,M,móvil,básico,privado,asincrónico,82.3,4,72,0,38.94,4,0
U00702,subvencionada,Sevilla,49,F,móvil,intermedio,empresa,en vivo,78.9,2,45,3,3.79,13,0
U00703,subvencionada,Bilbao,21,Otro,móvil,avanzado,gratuito,en vivo,100.0,2,98,0,4.46,21,0
U00704,universitaria,Zaragoza,40,F,tablet,avanzado,subvencionado,en vivo,75.0,2,6,3,20.23,27,0
U00705,subvencionada,Madrid,41,M,móvil,avanzado,gratuito,híbrido,72.1,5,40,3,51.49,17,0
U00706,universitaria,Bilbao,20,F,tablet,avanzado,gratuito,en vivo,41.9,5,89,3,37.73,3,0
U00707,corporativa,Sevilla,35,Otro,tablet,avanzado,subvencionado,híbrido,20.3,3,42,1,28.35,6,0
U00708,subvencionada,Barcelona,23,Otro,escritorio,avanzado,gratuito,en vivo,28.3,2,45,1,8.32,27,0
U00709,subvencionada,Barcelona,26,F,móvil,intermedio,gratuito,asincrónico,48.9,3,54,4,26.8,4,0
U00710,subvencionada,Zaragoza,58,M,escritorio,intermedio,gratuito,en vivo,68.5,1,88,0,33.37,28,0
U00711,corporativa,Sevilla,39,M,tablet,básico,gratuito,híbrido,47.0,3,29,0,13.33,22,0
U00712,corporativa,Sevilla,44,Otro,escritorio,intermedio,privado,en vivo,29.7,3,37,2,27.1,15,0
U00713,subvencionada,Valencia,57,M,escritorio,básico,gratuito,en vivo,79.7,4,59,4,33.48,14,0
U00714,universitaria,Bilbao,49,F,tablet,intermedio,gratuito,asincrónico,29.5,2,81,4,5.7,7,0
U00715,subvencionada,Sevilla,24,Otro,tablet,intermedio,empresa,en vivo,38.0,1,18,3,89.74,3,0
U00716,corporativa,Madrid,50,M,escritorio,intermedio,empresa,en vivo,57.1,2,84,3,17.01,16,0
U00717,corporativa,Madrid,50,Otro,tablet,básico,empresa,híbrido,69.0,3,19,3,4.45,2,0
U00718,subvencionada,Zaragoza,50,M,móvil,intermedio,gratuito,asincrónico,88.3,3,9,3,56.83,17,0
U00719,corporativa,Barcelona,44,M,tablet,intermedio,gratuito,en vivo,71.9,3,68,3,16.23,1,0
U00720,corporativa,Valencia,44,Otro,escritorio,básico,gratuito,en vivo,69.8,3,59,1,6.41,16,0
U00721,subvencionada,Valencia,39,F,escritorio,avanzado,empresa,híbrido,70.3,6,79,0,9.46,18,0
U00722,corporativa,Sevilla,55,Otro,móvil,intermedio,gratuito,asincrónico,74.1,3,13,0,6.37,24,0
U00723,corporativa,Bilbao,41,F,tablet,intermedio,gratuito,híbrido,54.6,3,20,0,49.24,3,0
U00724,universitaria,Barcelona,42,Otro,móvil,básico,empresa,asincrónico,49.0,3,54,3,45.53,24,0
U00725,subvencionada,Zaragoza,34,F,móvil,intermedio,gratuito,en vivo,15.4,0,74,3,16.22,26,0
U00726,universitaria,Madrid,57,Otro,escritorio,intermedio,subvencionado,asincrónico,76.2,4,71,2,0.73,11,0
U00727,universitaria,Bilbao,52,M,móvil,básico,privado,asincrónico,36.2,0,71,0,0.55,14,0
U00728,subvencionada,Bilbao,30,M,móvil,intermedio,subvencionado,en vivo,92.4,4,33,1,21.06,2,0
U00729,universitaria,Zaragoza,45,F,tablet,básico,gratuito,híbrido,67.1,2,39,2,10.47,7,0
U00730,universitaria,Bilbao,57,M,tablet,avanzado,gratuito,en vivo,53.0,4,45,2,10.8,22,0
U00731,corporativa,Barcelona,50,M,escritorio,básico,privado,en vivo,85.6,2,12,2,10.82,24,0
U00732,subvencionada,Bilbao,42,F,tablet,avanzado,empresa,híbrido,20.8,4,57,0,26.48,17,0
U00733,universitaria,Bilbao,59,M,móvil,intermedio,gratuito,en vivo,42.0,2,78,4,4.03,27,0
U00734,corporativa,Madrid,55,Otro,tablet,avanzado,subvencionado,asincrónico,26.7,0,5,3,16.13,1,0
U00735,universitaria,Barcelona,58,M,escritorio,avanzado,subvencionado,en vivo,27.8,4,86,0,2.85,7,0
U00736,corporativa,Bilbao,35,M,tablet,básico,gratuito,asincrónico,75.4,1,26,2,5.77,14,0
U00737,universitaria,Zaragoza,22,M,escritorio,básico,privado,híbrido,82.1,2,93,0,17.83,15,0
